n_formigas,alfa,beta,taxa_evaporacao,simulacao,n_populacao,taxa_crossover,taxa_mutacao,tamanho_torneio,elit_pct
11,2.742487238073121,5.495955746480706,0.3821293774785114,27,65,0.5536299519526493,0.23322568165808985,15,0.11616363380340743
12,4.407577248256935,4.775898013391497,0.2358506056147708,28,75,0.7996165763147034,0.2920553089689171,4,0.35556690800003105
83,0.10206182411218472,9.566409044953547,0.5576045975723855,29,98,0.7446037172022582,0.0342186520635075,12,0.10061060423957723
61,3.908674631515841,9.843111162642025,0.49696988778398554,30,285,0.775867372401063,0.22064379827925854,4,0.18359135516804787
69,2.4096157516523817,4.860240001109741,0.39915467363271934,31,221,0.7604415356912642,0.2471579252733004,13,0.32675656970354583
20,2.870979444985702,3.3640312490890047,0.579264730728569,32,225,0.8226875064864645,0.23980217320959243,13,0.12049254100323295
27,1.4789205415963294,2.663464663283168,0.09913417913015767,33,171,0.7084335952619449,0.20513093580273153,14,0.26737805901224343
18,4.630800337957779,8.284681760576667,0.5881865457160924,34,180,0.620468084102747,0.08255752455838071,14,0.15121884024197213
33,2.9543367131589804,3.2339553829547474,0.17220118930004574,35,171,0.7453939771483074,0.2879232104728297,15,0.017934156872967195
17,3.9146955357276636,9.910559561905226,0.0963926804490981,36,146,0.8646259611759988,0.08130228733078323,14,0.3941005567922173
17,2.92109181925085,7.180015879023918,0.5076528032825418,37,294,0.7700426213441209,0.20714434249188404,14,0.018891195027155607
94,3.2652941008085867,6.644563372682251,0.07378126514461453,38,50,0.7022505369084505,0.11817165999958154,5,0.06229501579363085
50,4.056485222896659,5.67002281832978,0.3282033783451065,39,72,0.5899036117699977,0.28496317262027654,4,0.35593868627335024
53,2.7280688290900104,9.759457048471418,0.41192649797976855,40,214,0.7137602468833917,0.19023763138774877,15,0.30627587053084
70,3.383411541958826,5.371928074081946,0.5409779265918561,41,271,0.6192112694295756,0.2284497776441393,7,0.13839442548491673
63,0.7743824808090741,8.453531892311808,0.47385313163148207,42,251,0.6547472711128854,0.06699670239791614,13,0.2165974680273518
26,2.1484307929641586,2.653381739456739,0.5471861162937532,43,156,0.5209675533563116,0.25224006730450194,5,0.02371383714815368
80,3.6969133865067603,1.8985185296417617,0.41943350273455854,44,218,0.863147576899377,0.11486287385890488,5,0.13184096872247003
90,3.0988373597361267,2.665974904603706,0.0449583212685204,45,150,0.6694045663818594,0.12250114073617094,10,0.005885421509247178
71,2.9327221114654805,3.758330274756522,0.1148336018594198,46,243,0.8007900562034456,0.2869334405873019,9,0.1811576410384997
66,4.443057859810478,7.494637080440137,0.5061342646658437,47,240,0.6986323542722734,0.14131013042635704,3,0.2408267907113599
36,2.9015139434719783,5.9145686816451954,0.5190278273607466,48,266,0.6722130473593779,0.0012645709652243438,12,0.27595634240129374
67,0.43402754790658804,9.458620441150378,0.15503423169818695,49,236,0.59728127316467,0.12143020777741007,14,0.08935759367172
47,0.5612146459998965,4.229232088008569,0.48358690903298895,50,52,0.7349587571370645,0.26177622852921784,5,0.21822964716545062
51,3.7457380505123017,5.45949332932418,0.02702510047349476,51,155,0.8684530037472991,0.2035638309353771,5,0.16870533505480098
44,2.989874685453006,6.209813600039921,0.4963501813825684,52,193,0.8076733724946304,0.18026841657604378,15,0.3577622265344974
90,3.8852189833350597,1.146751638079214,0.12175714120055965,53,292,0.5020701343238174,0.04280689959782278,9,0.284431611811005
72,0.6938597898217069,1.4075613358334578,0.18715399943768982,54,237,0.7302861119670648,0.07435391598144238,6,0.28959154079346544
15,0.37869360636211336,2.305651937040942,0.12245542886564328,55,120,0.5039301434116257,0.05848398542021184,14,0.3533277141892802
90,4.194005938177777,9.103034222085128,0.2890961822783423,56,146,0.8134728035612192,0.2890486421288933,7,0.20925954734927116
75,4.745568438696371,4.446776264577523,0.33948243315502713,57,197,0.5427274006361614,0.06082897653866867,12,0.2381715069393029
55,4.205681102721621,7.397736943626425,0.05105272255160338,58,49,0.513980298352029,0.1402879157584621,15,0.08115933123883852
67,0.44007939148915165,4.150602791005598,0.5045354270597883,59,48,0.519579215253414,0.15662254743929457,6,0.1884625700193609
82,1.1692546590986646,5.5448394689442075,0.15212560504190822,60,155,0.6680081717277654,0.09095939223591791,14,0.3697430066896018
46,1.874795596267207,4.570906233322303,0.4622168459415465,61,256,0.6239461791166347,0.056539179589215706,9,0.348456971142351
72,0.21824807912649757,7.942572035583951,0.03925658277412852,62,147,0.5298459642015598,0.18820813101862888,10,0.15714409263561843
77,2.9840131777767707,3.70313262076978,0.18589818052726612,63,289,0.5238332442525621,0.27563022901784134,9,0.2246534430200695
14,4.376485586141539,7.279870038733023,0.08389985157465635,64,132,0.8954482143681093,0.2328942769963632,10,0.07162045682931387
17,1.981084137408715,9.360400970287403,0.5382892841383836,65,198,0.58100763582868,0.054801491638498595,14,0.17486057580449055
96,3.432859145466764,9.412206987934683,0.19045511555954706,66,54,0.6064782432688212,0.04724018331718028,13,0.12588473775432701
54,3.0146888945585975,4.462437519258959,0.03409936809683668,67,112,0.6091190381627497,0.06819156056135445,6,0.11514715886507938
21,3.2848963747199513,7.9835014413175225,0.20400696153214784,68,30,0.5875619617007081,0.14588228531151856,6,0.3724256240709198
96,2.0767033953010565,2.6138735692588044,0.20918775803046907,69,269,0.6216164479016364,0.20735973474717448,4,0.3180869503581482
26,0.7982278214385912,8.44412495551989,0.21245783234017487,70,128,0.7396215891748731,0.16792398499384822,8,0.10876198032097424
13,1.3584106577929773,3.5358692961600604,0.434652861330259,71,286,0.5915314834783629,0.24433051481655824,14,0.2018136059388075
85,0.8770603141140544,9.558556712920652,0.03573956765830885,72,219,0.7264944306439973,0.26856022658504636,12,0.11416016262339097
39,4.313501807675772,4.754498873015903,0.5504093424987856,73,116,0.6731521065645996,0.012264868930229966,10,0.3285368546859838
96,1.211814345606259,4.79940782543562,0.1345474346450827,74,249,0.7600902714335434,0.030398630576007418,9,0.010040653381055385
11,3.69267007318666,7.022984702133058,0.3783709348671626,75,52,0.707891786023636,0.06319074239466838,9,0.37073695534055
79,1.2655406941787757,9.041175387676471,0.24274660850658766,76,180,0.8920255490146497,0.006768628788840375,13,0.17170812571652905
49,1.513832283108592,8.367534194535097,0.5170226576699701,77,43,0.8256255440052647,0.2001659095518272,13,0.0010494562106076698
25,1.647715134786326,9.545699104533787,0.11831403527252901,78,195,0.6845128959055986,0.29911464160199885,11,0.3152597865283237
15,1.9944991921304362,8.241702467951564,0.4847567776169966,79,97,0.679951231328666,0.2731235226000092,8,0.034395078925644564
23,4.173439857607266,8.34132811172886,0.23187017382323794,80,206,0.6648698401955215,0.09771139229239677,4,0.18622307434917285
48,1.3177435389013297,9.781044749154958,0.4651640934740003,81,94,0.7188326232417938,0.09876561178937054,10,0.12360118613686498
17,1.3855023220312557,2.594760473548476,0.5719556938571212,82,297,0.5050864366248544,0.03274893102610171,8,0.19280035810781032
21,2.8768880374905064,5.709385961539207,0.5397005812900558,83,127,0.7017399499937764,0.2831728677819047,12,0.011588400198718212
78,2.9279824765652034,5.8588110744642865,0.2155475159530803,84,43,0.5955427912499334,0.14826696961779234,13,0.13283574470914764
87,4.903343993421469,6.4172395610305895,0.02714779550460663,85,113,0.5115855349158022,0.20129837104976137,11,0.24935762992894095
94,2.6433014867950457,6.815792042415234,0.3583397276173649,86,240,0.831104578871749,0.24754517734712309,13,0.15927961445854333
45,2.0610039372889832,6.463485756434645,0.41754050382123487,87,92,0.8848911566403583,0.11649056376480639,5,0.04398393948018117
27,4.244934258931934,8.275454508699783,0.3237789381305853,88,108,0.7231500305282778,0.21404864070294213,11,0.019747995262169443
85,1.8807950904812345,3.4528061336231692,0.02149164725244726,89,187,0.5655379148030235,0.08287961367241946,11,0.06109169649947288
91,2.9233837008890915,4.406570621059821,0.012596239869501659,90,275,0.6852079180860405,0.24371653691820686,7,0.373353476412029
22,0.1582133054163445,6.929946067906898,0.3385782516829727,91,130,0.5960463417154533,0.21278712651446982,10,0.008363311597670321
43,3.714148819326127,5.799031107254724,0.5069739734661478,92,40,0.6700079891281783,0.27586243180726244,6,0.2421454366631569
43,2.3250980039179288,9.048137210676364,0.477710384384863,93,197,0.713541947898134,0.11341619266393256,5,0.164168793113677
82,3.0482592440969998,7.955581495162375,0.5084628078102,94,215,0.8581403067379019,0.17401782167709132,14,0.11539665890462124
86,2.1950542702177263,5.532550121595003,0.2603194854318803,95,199,0.6602103325082069,0.24326423474214065,14,0.0494887697816875
32,0.8206129140644914,3.2609772865548154,0.2433571719571665,96,286,0.8886288387145275,0.125516703735889,5,0.12983527564136577
27,0.6537655054298708,1.3895401578759672,0.4295187951505977,97,275,0.5303129485893212,0.0469235081254773,8,0.17758557606628908
51,1.5805323849719652,8.35626633504408,0.2111180662097823,98,256,0.759410346929964,0.2153323221395387,9,0.12617369123982725
71,2.3457381278109835,8.748889275827002,0.09587195240251335,99,116,0.8017408206071195,0.20770427008304368,8,0.28968502711120564
89,3.5432527407758143,8.060873067263813,0.17847903466502996,100,220,0.8766274327219281,0.15611219625571768,10,0.16619490430215733
61,3.839099634711974,5.636968353681116,0.36983475283751227,101,293,0.8128454388453106,0.11012368284081143,5,0.3309918899541038
78,1.7518919198808924,8.593444824059222,0.31453623101800005,102,279,0.6690742197233024,0.21634878529129645,12,0.1827536573102659
97,1.4867043868206764,7.717008837375041,0.43559642624082023,103,300,0.6312632027155842,0.17458332962492792,3,0.06586634798379938
82,1.5019045363454069,7.245739004471161,0.3591379114457557,104,295,0.6022744426520792,0.11497719222998247,6,0.08486913063019173
36,1.9581938370906085,2.3662161619550837,0.29797272344599274,105,199,0.5530510953707234,0.0884539161302818,15,0.35035213097765405
97,4.147222802718576,7.866951131492842,0.2371195218289615,106,196,0.5844166283276396,0.2199013606582249,10,0.35867561539603177
35,1.041772739126789,5.821853024614353,0.43724884878267545,107,61,0.5821178374538064,0.0736836474914509,3,0.23079570894200976
26,2.810675277117156,1.0996498411284494,0.3741644560445284,108,265,0.6005899646788131,0.02095087460872251,8,0.17046547828377992
61,0.8504938969285887,3.7176386383040767,0.034660948554675754,109,71,0.6753776122287887,0.15754827908073546,8,0.2547433616445725
46,1.9252277981480546,6.087293306845041,0.15771829301169993,110,297,0.6054429709136633,0.15507598521490612,5,0.17662648838907097
36,2.970639456337039,8.526388410172583,0.26240610552038734,111,175,0.8339397308104748,0.10464572200433074,15,0.1679821403644103
91,1.0275214669833217,5.761178156935912,0.2721891892724735,112,272,0.7362831762678742,0.07995294073727953,7,0.3086026840096598
67,4.252180086047355,5.571618845035778,0.5882683540302935,113,273,0.6687025330183778,0.09274692348457123,12,0.1493403403799463
59,0.8488516735525297,7.668174510947582,0.2535617153949606,114,57,0.7036948387923841,0.24568256745548356,14,0.09858418902589533
55,3.057353052851954,5.555943271464928,0.19429451907815642,115,228,0.8648622084506852,0.10095522824742381,3,0.31485919379324756
99,0.6137888617521413,5.212485779917977,0.5951022078468163,116,45,0.6172361791024514,0.05142386281783891,7,0.2098637636817634
35,1.6939710978715137,1.8581569016027921,0.2578350492982796,117,202,0.5737874355835981,0.045268506085231176,9,0.18443306493097933
64,4.52220907158161,5.937363690483333,0.3619502404496053,118,281,0.6779289973670253,0.029298343309317118,7,0.29999007074728057
59,1.1136429364116236,6.631497320087969,0.5526202242837811,119,235,0.5122207170686972,0.23720773947827373,4,0.0751970742174828
79,4.776506161019521,5.3142883379432355,0.23041703157101454,120,224,0.5661187866137204,0.08170986906807921,4,0.33375185691613685
33,3.955233620219185,1.822705243764319,0.2953729458623228,121,96,0.7384954269747264,0.12362900163841078,15,0.3208147155105803
62,2.2294498397836318,8.519732805924189,0.4960269002077595,122,167,0.6792532794246953,0.1514657687786449,5,0.0022239645201890526
26,3.5517277176878834,2.4876819803700068,0.5854577103955013,123,172,0.8049383590362071,0.026709055464988325,14,0.2406847087018049
40,1.6811505506560622,2.8289131100021265,0.5678160048136761,124,246,0.6229000065848259,0.04309605214160609,4,0.1459836212158857
36,3.110432538843389,5.8477540839899484,0.233307483845682,125,167,0.7042041201032733,0.24180433794915152,14,0.3740088332083705
74,3.5011566258550544,3.1967104852243433,0.315322856574142,126,61,0.568482527139776,0.05517455421830645,11,0.2840791760852057
37,2.9772806349872574,7.540169943774302,0.5062859444062163,127,79,0.674870966763753,0.19768890878183965,8,0.26118052061107444
54,3.318732302050758,1.6203514676763435,0.0679132240054867,128,77,0.585729877748533,0.1329860225411065,10,0.2752538173807777
67,2.1713250039629455,3.192992829635486,0.575117933277337,129,48,0.8404796513631574,0.21268531088705303,13,0.3401512408906499
64,3.9183608064230473,4.275867854407959,0.5995119676795327,130,59,0.8819981999500242,0.24854561119736507,11,0.002788157084348555
45,3.650675918291362,9.701617483908455,0.5612955041593124,131,262,0.5956417460474466,0.11619851615734324,3,0.25485888754814723
87,2.166011895130717,6.742374137371891,0.3356826759611756,132,271,0.6616586621315423,0.016410316904664327,8,0.03504122397290087
49,4.978876288601389,7.113811014557505,0.12699381024436443,133,72,0.8896453769751312,0.011043721895418152,7,0.30226322922458176
32,2.6497596456905277,6.30990345119522,0.3455866559814247,134,51,0.5724770273576095,0.27900037698897995,6,0.005436823219547488
98,4.661097618609134,6.164506838189112,0.09859658046857535,135,266,0.7205700512281508,0.19560072598882114,7,0.22416191486383466
79,4.208375749802661,4.970448372422064,0.30264571021804754,136,251,0.7880338804958857,0.05415092502116089,8,0.3254538486147204
38,1.0631035964950537,1.0954668455574228,0.15686277092264875,137,250,0.7155192083849244,0.1973946993657,11,0.26054618389401923
49,3.30247448276612,2.2197760575922865,0.42232110294545017,138,160,0.7294318472913979,0.24661223721814662,10,0.27418365734522204
33,3.554955192251435,4.131598158199232,0.5916026171518831,139,48,0.6996412012804908,0.1217294708649358,4,0.12443637407423083
58,4.340998032042233,9.805721993442868,0.10292895891424808,140,163,0.6657030728202329,0.18762277656175086,8,0.031480246683394074
79,2.818306029475127,6.113407704537137,0.4550738226667177,141,277,0.6046710030611325,0.006553367530774973,13,0.2574867012267
70,2.4781160040487786,4.026133872828645,0.3132257159957843,142,82,0.5588832102299435,0.1728648527671873,14,0.25980949707656537
80,2.1161563155672183,7.260953891650324,0.5700017574647606,143,182,0.7849301610092084,0.27335560846706464,15,0.21168496406550827
97,0.31183372481164906,9.78533186034807,0.2946721730250869,144,138,0.5881751317065049,0.23606943175280565,3,0.2744178602287249
40,1.474023092691369,9.056347531310497,0.038119051430601,145,114,0.7342268110028529,0.07168924717457455,8,0.07355879892634794
76,4.889596085899077,9.225055182556934,0.42630485402104606,146,141,0.8171015733553981,0.018880340869824486,4,0.19619356487949716
71,4.771508922022213,2.3214024407580673,0.2841500751749903,147,164,0.8703796158069701,0.09026651988952522,6,0.22317578861966939
11,4.353078366654187,8.704652855873464,0.5312955576763284,148,175,0.7875171917833901,0.03890937852936491,13,0.08183335614677234
98,1.5082674617613674,7.758934169893363,0.16854596695710553,149,201,0.7751551718516005,0.17104117063087773,12,0.36019673305767486
12,0.7240945281119607,8.938163746472117,0.5459439889513017,150,148,0.6594667623355958,0.019970601893956063,7,0.20006351851751403
52,2.3551689804403986,8.479870049152323,0.5104847893914362,151,66,0.7830710038236129,0.1049272551440915,15,0.3933266966569365
98,0.816468174663383,3.8091987870556427,0.09489267859800163,152,128,0.771867705703178,0.15812088461472323,11,0.3642156921579042
65,4.463743565372316,3.677022065778299,0.06920407957840541,153,232,0.579939818395377,0.29728578779399834,8,0.23963247072258775
79,4.363075567400984,2.4374059457906085,0.5110670854365116,154,246,0.7747246712100755,0.11429061494612949,6,0.030151940285348684
95,2.1220021849795665,3.995885172026222,0.4058658412934314,155,159,0.7945723151798277,0.28512294138517014,12,0.38439810344283526
49,1.8077004712650975,2.7461301384745456,0.3542856656608457,156,112,0.8813523523654292,0.08605117695416852,12,0.32165780338328376
60,3.4985832775892494,3.4408568606449603,0.14741995662933602,157,149,0.5904324825276389,0.1624636627709104,12,0.28360614018655295
44,4.78536990704377,7.70567768499502,0.44198467597653573,158,202,0.852474736261672,0.23630448026465145,12,0.334959706432455
58,1.097773758527597,9.747561713749175,0.02822552344824241,159,165,0.6438343895624843,0.2945047093096909,14,0.13238806609196013
20,2.855205034838073,4.359036513855235,0.33634938063664716,160,147,0.845192386340873,0.11455035367272545,7,0.3005167635057266
87,3.717175729198678,1.2245593266115904,0.37153162426123965,161,231,0.667873138731548,0.01833299416286469,11,0.27114958946330137
56,0.2819951860073384,6.480959498875543,0.25749636868815134,162,101,0.8889227618292281,0.18924811681906736,8,0.32000329020962853
17,0.9034549242832698,6.2433877999820195,0.4153915754199836,163,293,0.8763933680792411,0.27660207462542086,5,0.0747492360097926
53,2.401835474019533,3.1433249698333126,0.5266346614601883,164,247,0.6564478478799489,0.013039139876066587,7,0.19589072512339967
14,2.1908351761095175,4.144687117742052,0.5944558053600287,165,264,0.6121621729564437,0.26211157344203917,4,0.056865501929262964
17,3.888255867945358,4.058311656862545,0.43828996116117086,166,95,0.5101617144901257,0.028730615838093942,8,0.031098534197375266
64,4.266383568176556,5.861733115546214,0.43067074141166056,167,34,0.6265785836639641,0.07098115004998222,9,0.30090969214611385
11,2.533301084439457,2.7987686084977335,0.2851908255615224,168,72,0.6400966311051262,0.22020497487720211,5,0.29659416677924577
45,3.5804656830504094,5.80964308443628,0.33485850223517616,169,150,0.8148815885774758,0.19124393097988618,6,0.0015623712147642419
54,0.3180651086789613,7.631790697780182,0.5608444267067125,170,208,0.7714419971039839,0.18369522552053721,10,0.20081538014818362
78,0.8585103027153251,7.920840980971001,0.2988325648492649,171,298,0.8047201832028402,0.2523423051418327,12,0.1315151410369907
87,3.072617866934343,7.0172165640564526,0.13038406652902168,172,287,0.6957066020381749,0.06243649027985676,9,0.29419319220526025
78,1.9201498024789698,3.517439132123994,0.47498077188872395,173,148,0.8065075456093389,0.19446511196099214,13,0.1335581539612781
85,2.7640058206204685,8.596818416670192,0.3011475701873818,174,196,0.8600537709842716,0.1527605707692545,12,0.29831824105316745
59,2.199205350508598,6.763119047118915,0.38565336385800625,175,168,0.6939907439621672,0.003606232609887816,6,0.13011227498652367
72,4.307519787498873,4.391601025923249,0.020694154524478425,176,46,0.63464214804474,0.05690426025342009,5,0.3505676042505008
88,3.4488487019673695,9.029872230173728,0.32164754377546834,177,110,0.5033592900976529,0.27001938558913,15,0.24592130312769972
53,3.7971663391879256,5.1490476842595845,0.48278198748858236,178,247,0.5318423572069627,0.1826606673920921,10,0.27492617517064255
48,1.0020774855508259,2.459911691473936,0.3874907441864774,179,236,0.5500180406432577,0.15412692097639244,13,0.16449859817479992
56,0.9570007186291587,1.885123700860924,0.5481063438373691,180,193,0.7886887546572514,0.18533937356950636,3,0.2389911950794534
24,1.337578434784948,5.6346774152372365,0.3286237330318258,181,292,0.7634962240640581,0.28018644806490317,9,0.3984162670609458
72,2.1871987124428065,8.395785400496454,0.11026133704398815,182,32,0.5046017973773486,0.1442667923777911,4,0.16548209042017017
88,0.22487116977384017,5.956186870458743,0.4294599333152808,183,227,0.8232493156810942,0.022529507443930067,11,0.012007053326758187
91,4.885415928547849,9.423455243942561,0.5712680680618901,184,31,0.5587712711437989,0.19345866193922165,9,0.14817884069837423
68,1.2255198493129604,1.716452868005397,0.32127420031648923,185,268,0.7412616812168792,0.1684149731462768,10,0.10833387547065308
45,1.9761508551821068,5.744235118926332,0.28788927249311796,186,238,0.8927358751900072,0.25144442005266154,8,0.3237059482289922
82,2.0478014401681146,2.0230021525509043,0.03688551705811359,187,61,0.8210514989451647,0.215878543510672,4,0.20489105880493017
72,2.839878101839547,2.275656863109263,0.17677973063982902,188,209,0.5016233844573048,0.1388638033987669,14,0.3187598417417401
68,4.9437486693373,5.33185067478107,0.3278753308034766,189,42,0.8692614085855728,0.19434615237829617,9,0.21702005628002238
78,0.2767411153738132,3.7535628763913773,0.20324814593290863,190,69,0.6489159019194657,0.2796445996051793,11,0.38666427114170543
54,2.5394627753433685,1.6745736338199508,0.022308458830733267,191,70,0.7507006374384537,0.0026265610495349568,13,0.016823992395676994
65,0.29595462706907655,3.032305102226698,0.05718154272738803,192,64,0.854489056514669,0.20654470154361365,5,0.306588101733527
30,2.3803612684955215,2.608825249821348,0.1388741648902459,193,144,0.683826174766121,0.20306047355013238,3,0.24441910011366172
48,4.73123776686786,7.362957327463793,0.22484651201898798,194,150,0.5980187177900379,0.029650926936686965,5,0.2775169130986594
36,0.15310255691808572,8.490043563506783,0.18000525999034356,195,122,0.7243879781684955,0.06446431400677793,7,0.3614713868034071
13,0.3404979109635769,8.330909883127312,0.28694397957194334,196,31,0.6574139943472043,0.0919798646264264,6,0.19672510442215388
95,3.0970284732146682,9.191681565887619,0.2310621445204812,197,143,0.8756726768525185,0.27637751561018054,7,0.38833884915114947
99,0.4498564037975731,8.55805279874297,0.22156572460466437,198,69,0.6482634451730473,0.2288849679930909,10,0.014082217187801647
29,4.877117268873906,9.315731487069103,0.09003557759330975,199,42,0.683299664566102,0.2130619093848413,9,0.21083048667356277
21,4.6267891099878495,5.160473350112342,0.26977222617094665,200,80,0.7513443945402944,0.13919930736822397,13,0.32588764144561433
67,3.9449459494614634,2.1529898248859407,0.08929963997666321,201,177,0.8286166951833854,0.25196129098284537,10,0.11454708687478793
99,2.039695778558868,9.948762141157632,0.5591879630774992,202,128,0.879231259019938,0.23900425305161757,12,0.36061556022793806
63,4.794240305067949,3.4029639315574,0.2808002179168804,203,232,0.6321601218573136,0.2743581648081723,4,0.3670629145428981
85,0.2343352697127426,5.885857810220333,0.013600591702145084,204,60,0.8041287623756481,0.10114619773160763,12,0.08142014692463094
10,0.42077261797575427,1.8134038717312533,0.09715881955701447,205,247,0.5393001525524308,0.06510245768505071,6,0.33813600171247954
73,1.135886618716435,7.423347203261176,0.5276284635824704,206,139,0.5116209857601336,0.25579009935343305,13,0.35703874391835244
72,0.4625110133348197,2.1916385760278283,0.35737354448158476,207,185,0.7013120869859915,0.1879473197544746,8,0.1166322796048289
28,1.2894570439178472,1.9935030688008812,0.13829341090434713,208,110,0.71146305502668,0.005877552999530696,5,0.25954967719267513
65,0.5474796582583611,9.61546807328756,0.4616055067007615,209,35,0.7641330040307412,0.18610334467849707,13,0.27799209342186293
23,4.024981256327634,2.1212265485088926,0.5937963959993875,210,111,0.8355208760610964,0.036666554573236795,4,0.19230132784910955
19,1.0221994600740794,4.307317929396586,0.29059930275608725,211,76,0.7939482548786168,0.16041745424231948,4,0.07268659169336032
16,2.4280406835337907,1.158444934839635,0.12936727685705654,212,89,0.8172358692359258,0.09713924327762274,12,0.2857194435595027
84,1.031188406815249,8.153394024143603,0.11136227022418929,213,100,0.5861559758068451,0.1478234679206918,5,0.2582718035353288
40,3.8538283445537047,7.217090673332291,0.38437281747597685,214,85,0.6246401295459345,0.07509437168377169,15,0.3890399754215461
94,4.3341960079043265,7.926588525744664,0.22917495850275882,215,62,0.7529559090222266,0.0931668171340812,11,0.30525840624954115
14,4.437817433714401,2.873953358829765,0.2586437390470015,216,242,0.7221821806391835,0.014253052723172262,6,0.25426635549321647
23,3.878370530874698,6.34720984714611,0.5446591225128672,217,124,0.8344349312658979,0.04232283765015045,7,0.2664087182276942
25,0.740898452901301,9.534307596714031,0.5675363473441967,218,50,0.5492941331085752,0.14347122297241122,6,0.029017419122194296
58,1.9405519910662572,5.3945261871967825,0.38353633305779206,219,83,0.5733420723222563,0.0599132039591693,10,0.2021656154503616
29,0.46593625080586165,2.1465213298399157,0.5978872162694886,220,248,0.6375124573564821,0.28085518319497416,7,0.22713292019212894
66,0.9349513036962483,7.768581567673902,0.2651940922485903,221,181,0.6982655480125883,0.29796074674929574,9,0.21754466837195363
82,3.6751516906838737,3.9574530371566614,0.04591264587111453,222,236,0.6831537183330763,0.244682981222953,11,0.25712296367070764
97,2.4976456458403713,3.12994470021212,0.2731666099488051,223,139,0.5778308798669813,0.004914099442209042,9,0.3344076715417868
56,4.450715269924986,4.710218458932998,0.5929901887293685,224,129,0.7767448009930609,0.023162778607831197,10,0.17444606037619748
19,3.0684097683019376,7.65832810478616,0.35484201274219374,225,35,0.6127552620790477,0.005150241214522798,7,0.37503060184212816
84,1.6030287447847131,8.892593441947096,0.5731659201092074,226,261,0.6073996935403679,0.14379415112531546,11,0.06520318319778878
35,2.4635026559163125,7.205540440990342,0.033534691676322524,227,168,0.5901934162389457,0.04107144027391174,14,0.07880933436871336
57,1.5195556076470849,8.049116768026536,0.2661327406296139,228,235,0.835015516445665,0.05447256692255536,13,0.13653109422751064
